center,left,right,steering,throttle,speed,
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_076.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_076.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_076.jpg, 0, 1, 0, 30.19028
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_183.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_183.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_183.jpg, 0, 1, 0, 30.1903
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_288.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_288.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_288.jpg, 0, 1, 0, 30.1903
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_394.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_394.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_394.jpg, 0, 1, 0, 30.19027
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_497.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_497.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_497.jpg, 0, 1, 0, 30.19026
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_598.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_598.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_598.jpg, 0, 1, 0, 30.19029
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_704.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_704.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_704.jpg, 0, 1, 0, 30.1903
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_809.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_809.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_809.jpg, 0, 1, 0, 30.19029
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_39_913.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_39_913.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_39_913.jpg, 0, 1, 0, 30.19028
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_017.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_017.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_017.jpg, 0, 1, 0, 30.19028
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_118.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_118.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_118.jpg, 0, 1, 0, 30.19033
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_223.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_223.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_223.jpg, -0.005036427, 1, 0, 30.16777
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_329.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_329.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_329.jpg, -0.02963924, 1, 0, 30.18989
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_435.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_435.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_435.jpg, -0.03834253, 1, 0, 30.20399
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_538.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_538.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_538.jpg, -0.04557643, 1, 0, 30.18769
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_642.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_642.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_642.jpg, -0.04700816, 1, 0, 30.18979
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_745.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_745.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_745.jpg, -0.04700816, 1, 0, 30.18988
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_854.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_854.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_854.jpg, -0.04700816, 1, 0, 30.18983
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_40_958.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_40_958.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_40_958.jpg, -0.04700816, 1, 0, 30.1898
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_059.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_059.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_059.jpg, -0.04847754, 1, 0, 30.1898
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_167.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_167.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_167.jpg, -0.04990925, 1, 0, 30.18979
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_274.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_274.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_274.jpg, -0.05424207, 1, 0, 30.18978
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_375.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_375.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_375.jpg, -0.05424207, 1, 0, 30.18982
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_475.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_475.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_475.jpg, -0.05424207, 1, 0, 30.18986
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_584.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_584.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_584.jpg, -0.0361573, 1, 0, 30.19003
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_691.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_691.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_691.jpg, -0.01083863, 1, 0, 30.18999
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_797.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_797.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_797.jpg, -0.002851181, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_41_899.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_41_899.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_41_899.jpg, 0, 1, 0, 30.18995
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_000.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_000.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_000.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_107.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_107.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_107.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_211.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_211.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_211.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_319.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_319.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_319.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_420.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_420.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_420.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_520.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_520.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_520.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_622.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_622.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_622.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_723.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_723.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_723.jpg, 0, 1, 0, 30.18999
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_832.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_832.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_832.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_42_939.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_42_939.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_42_939.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_044.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_044.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_044.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_147.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_147.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_147.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_249.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_249.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_249.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_354.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_354.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_354.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_463.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_463.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_463.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_573.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_573.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_573.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_682.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_682.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_682.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_790.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_790.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_790.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_43_900.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_43_900.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_43_900.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_004.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_004.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_004.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_105.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_105.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_105.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_208.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_208.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_208.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_312.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_312.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_312.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_413.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_413.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_413.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_521.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_521.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_521.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_623.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_623.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_623.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_727.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_727.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_727.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_830.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_830.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_830.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_44_930.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_44_930.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_44_930.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_034.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_034.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_034.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_143.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_143.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_143.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_248.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_248.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_248.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_356.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_356.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_356.jpg, 0, 1, 0, 30.18995
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_457.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_457.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_457.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_565.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_565.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_565.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_670.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_670.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_670.jpg, 0, 1, 0, 30.18998
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_777.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_777.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_777.jpg, 0, 1, 0, 30.18995
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_885.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_885.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_885.jpg, 0, 1, 0, 30.18995
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_16_27_45_994.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_16_27_45_994.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_16_27_45_994.jpg, 0, 1, 0, 30.18997
