center,left,right,steering,throttle,brake,speed
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_07_547.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_07_547.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_07_547.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_07_616.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_07_616.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_07_616.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_07_685.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_07_685.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_07_685.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_07_754.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_07_754.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_07_754.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_07_829.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_07_829.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_07_829.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_07_899.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_07_899.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_07_899.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_07_973.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_07_973.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_07_973.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_048.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_048.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_048.jpg,-0.05,1,0,30.18972
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_123.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_123.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_123.jpg,-0.25,1,0,30.17478
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_196.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_196.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_196.jpg,-0.4,1,0,30.15752
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_269.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_269.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_269.jpg,0,1,0,30.18647
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_341.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_341.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_341.jpg,0,1,0,30.18961
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_411.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_411.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_411.jpg,0,1,0,30.19006
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_482.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_482.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_482.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_550.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_550.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_550.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_625.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_625.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_625.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_693.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_693.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_693.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_766.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_766.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_766.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_842.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_842.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_842.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_912.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_912.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_912.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_08_986.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_08_986.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_08_986.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_062.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_062.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_062.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_137.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_137.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_137.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_205.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_205.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_205.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_275.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_275.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_275.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_350.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_350.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_350.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_424.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_424.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_424.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_490.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_490.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_490.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_557.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_557.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_557.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_634.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_634.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_634.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_702.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_702.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_702.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_772.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_772.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_772.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_840.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_840.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_840.jpg,-0.1,1,0,30.18759
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_912.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_912.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_912.jpg,-0.25,1,0,30.17478
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_09_981.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_09_981.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_09_981.jpg,0,1,0,30.19007
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_057.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_057.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_057.jpg,0,1,0,30.18957
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_130.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_130.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_130.jpg,0,1,0,30.19013
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_200.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_200.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_200.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_274.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_274.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_274.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_348.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_348.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_348.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_422.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_422.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_422.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_496.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_496.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_496.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_569.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_569.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_569.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_643.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_643.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_643.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_713.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_713.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_713.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_783.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_783.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_783.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_855.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_855.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_855.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_10_929.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_10_929.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_10_929.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_001.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_001.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_001.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_076.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_076.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_076.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_153.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_153.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_153.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_229.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_229.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_229.jpg,0,1,0,30.19034
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_307.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_307.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_307.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_383.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_383.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_383.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_458.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_458.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_458.jpg,0,1,0,30.19025
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_532.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_532.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_532.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_606.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_606.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_606.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_682.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_682.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_682.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_759.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_759.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_759.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_834.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_834.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_834.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_906.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_906.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_906.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_11_983.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_11_983.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_11_983.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_056.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_056.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_056.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_126.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_126.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_126.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_198.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_198.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_198.jpg,0,1,0,30.19033
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_272.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_272.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_272.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_346.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_346.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_346.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_422.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_422.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_422.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_494.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_494.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_494.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_561.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_561.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_561.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_629.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_629.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_629.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_706.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_706.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_706.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_776.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_776.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_776.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_847.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_847.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_847.jpg,0,1,0,30.19045
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_916.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_916.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_916.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_12_985.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_12_985.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_12_985.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_063.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_063.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_063.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_130.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_130.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_130.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_203.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_203.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_203.jpg,0,1,0,30.19035
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_270.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_270.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_270.jpg,-0.15,1,0,30.18423
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_348.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_348.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_348.jpg,-0.35,1,0,30.16351
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_425.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_425.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_425.jpg,0,1,0,30.17705
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_500.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_500.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_500.jpg,0,1,0,30.18821
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_577.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_577.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_577.jpg,0,1,0,30.18969
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_653.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_653.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_653.jpg,0,1,0,30.1902
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_730.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_730.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_730.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_805.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_805.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_805.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_873.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_873.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_873.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_13_944.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_13_944.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_13_944.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_47_14_014.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_47_14_014.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_47_14_014.jpg,0,1,0,30.19028
